,nombre,tipo,direccion,type2,schuko,ccs2,chademo,cpostal,Nom_Districte,total_punts
234,Ap. Esperança i Guell,Parking,13 Carrer de Sant Cugat del Vallès 08024,4,0,0,0,8024,Horta-Guinardó,4
235,Factor Energía - RC POLO BCN - Entrada Principal,Superficie,27 Avinguda Doctor Marañón 08028,4,0,0,0,8028,Sants-Montjuïc,4
236,Gràcia Motos,Parking,190 Carrer Gran de Gràcia 08012,2,2,0,0,8012,Gràcia,4
237,Gràcia Motos,Parking,190 Carrer Gran de Gràcia 08012,2,2,0,0,8012,Gràcia,4
238,Jerez 14,Superficie,16 Carrer de Jerez 08032,1,1,1,1,8032,Horta-Guinardó,4
239,"Av. Diagonal, 598",Superficie,598 Avinguda Diagonal 08021,0,4,0,0,8021,Sarrià-St. Gervasi,4
240,"Av. Diagonal, 387 (lateral mar)",Superficie,310 Carrer de Còrsega 08008,0,4,0,0,8008,Eixample,4
241,"Pascual i Vila, 23",Superficie,23-24 Carrer de Pascual i Vila 08028,0,4,0,0,8028,Sants-Montjuïc,4
242,"Joan de Borbó, 12",Superficie,14 Passeig de Joan de Borbó 08003,0,4,0,0,8003,Ciutat Vella,4
243,Tibidabo,Parking,33 Carrer Tibidabo a Vall 08035,2,2,0,0,8035,Horta-Guinardó,4
244,Galícia,Parking,28 Carrer de Galícia 08033,2,2,0,0,8033,Nou Barris,4
245,Mercabarna Pavelló Bio,Parking,23 Carrer Transversal 5 08040,4,0,0,0,8040,Sants-Montjuïc,4
246,Lidl Jardins de Màlaga,Tienda,20 Carrer de Numància 08029,4,0,0,0,8029,Les Corts,4
247,saba mercat santa catarina,Parking,20 Carrer de Freixures 08003,4,0,0,0,8003,Ciutat Vella,4
248,Mercadona les Torres,Tienda,2 Carrer dels Nou Barris 08042,4,0,0,0,8042,Nou Barris,4
249,Hotel Sofia,Hotel,1 Carrer del Doctor Salvador Cardenal 08028,1,0,0,0,8028,Sants-Montjuïc,1
250,Andante Hotel,Hotel,23 Avinguda de les Drassanes 08001,4,0,0,0,8001,Ciutat Vella,4
251,ZT The Golden Hotel Barcelona,Hotel,135 Carrer d'Àvila 08018,4,0,0,0,8018,Sant Martí,4
252,ZT The Golden Hotel Barcelona,Hotel,135 Carrer d'Àvila 08018,4,0,0,0,8018,Sant Martí,4
253,Parking Norte Nissan Fábrica,Superficie,107 Travessia es 08040,0,3,0,1,8040,Sants-Montjuïc,4
254,H10 Cubik,Hotel,69 Via Laietana 08003,2,0,0,0,8003,Ciutat Vella,2
255,Parking Carrer Premià,Parking,45 Carrer de Premià 08014,2,2,0,0,8014,Sants-Montjuïc,4
256,Hotel Acevi Villarroel,Hotel,103 Carrer de Villarroel 08011,1,2,0,0,8011,Eixample,3
257,Parking Hotel Ronda Lesseps,Hotel,64 Carrer de Ballester 08023,0,3,0,0,8023,Gràcia,3
258,Parking M,Parking,506 Carrer del Rosselló 08025,0,4,0,0,8025,Horta-Guinardó,4
259,Aparcament REGESA - Mercat de la Mercè,Parking,1X Carrer de Joan Alcover 08031,0,4,0,0,8031,Nou Barris,4
260,Telpark - Hospital Sagrado Cor,Parking,298 Carrer de Viladomat 08029,3,0,0,0,8029,Les Corts,3
261,Zona BCN (Parking MX),Superficie,316 Travessera de Gràcia 08025,3,0,0,0,8025,Horta-Guinardó,3
262,"Passeig de Gràcia, 5",Superficie,3 Passeig de Gràcia 08007,1,0,1,1,8007,Eixample,3
263,Melia Barcelona Sky,Superficie,274 Carrer de Pere IV 08018,3,0,0,0,8018,Sant Martí,3
264,Melia Barcelona Sky,Superficie,274 Carrer de Pere IV 08018,3,0,0,0,8018,Sant Martí,3
265,NH Collection Barcelona Constanza,Superficie,95U Carrer de Déu i Mata 08029,3,0,0,0,8029,Les Corts,3
266,Best Western Plus Alfa Aeropuerto,Hotel,6 Carrer K Zona Franca 08040,3,0,0,0,8040,Sants-Montjuïc,3
267,Endesa CPO - Ml Inflamables,Superficie,9 Ml Inflamables 08040,1,0,1,1,8040,Sants-Montjuïc,3
268,Endesa CPO - JOSEL - Passeig de Sant Gervasi,Superficie,51 Passeig de Sant Gervasi 08022,3,0,0,0,8022,Sarrià-St. Gervasi,3
269,"Endesa CPO SABA APARCAMIENTOS - Av. de Pau Casals, Sarrià-Sant Gervasi, 08021 Barcelona, Spain",Superficie,5 Avinguda de Pau Casals 08021,3,0,0,0,8021,Sarrià-St. Gervasi,3
270,BCSABAELECTROLINERACARLESIII01,Superficie,81 Gran Via de Carles III 08028,1,0,1,1,8028,Sants-Montjuïc,3
271,"Endesa CPO SABA - Pl. d'Urquinaona, 08010 Barcelona, Spain",Superficie,3 Plaça d'Urquinaona 08010,1,0,1,1,8010,Eixample,3
272,BCSABAELECTROLINERACARLESIII02,Superficie,81 Gran Via de Carles III 08028,1,0,1,1,8028,Sants-Montjuïc,3
273,62126022680008,Superficie,10 Avinguda de la Catedral,1,0,1,1,8002,Ciutat Vella,3
274,"Endesa CPO SABA - Jardines Ps. Gràcia, Barcelona, Spain",Superficie,116B Passeig de Gràcia 08008,1,0,1,1,8008,Eixample,3
275,BCSABATRAVESSERA17-21C9,Superficie,23 Travessera de Gràcia 08021,3,0,0,0,8021,Sarrià-St. Gervasi,3
276,BCSABACATEDRAL,Superficie,9 Avinguda de la Catedral,3,0,0,0,8002,Ciutat Vella,3
277,Eranovum e-mobility/6694fb0cbc4bc2d82f94826b,Superficie,166 Avinguda de Madrid 08028,3,0,0,0,8028,Sants-Montjuïc,3
278,Eranovum e-mobility/66542f0781c2c43a755eb398,Superficie,236B Carrer de Sicília 08013,2,0,1,0,8013,Eixample,3
279,E.S. Repsol Avda Sarria,Estación de servicio,126 Avinguda de Sarrià 08017,1,0,1,1,8017,Sarrià-St. Gervasi,3
280,Parking Riubar - 01,Superficie,63 Carrer de Mallorca 08029,3,0,0,0,8029,Les Corts,3
281,Parking Continental,Parking,150 Carrer de Roger de Flor 08013,3,0,0,0,8013,Eixample,3
282,CARMEL COORPORACIÓ 2000 SL,Parking,75 Gran Via de Carles III 08028,3,0,0,0,8028,Sants-Montjuïc,3
283,"Llobregós, 215",Superficie,213 Carrer del Llobregós 08032,1,0,1,1,8032,Horta-Guinardó,3
284,Mercabarna,Superficie,25 Carrer Major 08040,1,0,1,1,8040,Sants-Montjuïc,3
285,"Av. Meridiana, 400 E",Superficie,396 Avinguda Meridiana 08030,1,0,1,1,8030,Sant Andreu,3
286,Tanatori Ronda de Dalt,Parking,37 Carrer de Scala Dei 08035,3,0,0,0,8035,Horta-Guinardó,3
287,Repsol Bon Pastor,Estación de servicio,25 Passeig de Guayaquil 08030,1,0,1,1,8030,Sant Andreu,3
288,Cisell 8,Superficie,45 Passeig de la Zona Franca 08038,1,0,1,1,8038,Sants-Montjuïc,3
289,Moragas 17,Superficie,17 Carrer de Moragas 08022,1,0,1,1,8022,Sarrià-St. Gervasi,3
290,Ronda Sant Pau 60,Superficie,62 Ronda de Sant Pau 08001,1,0,1,1,8001,Ciutat Vella,3
291,Can Marcet 18,Superficie,18 Avinguda de Can Marcet 08035,1,0,1,1,8035,Horta-Guinardó,3
292,Legalitat 53,Superficie,55 Carrer de la Legalitat 08024,1,0,1,1,8024,Horta-Guinardó,3
293,"Llobregós, 215",Superficie,211 Carrer del Llobregós 08032,1,0,1,1,8032,Horta-Guinardó,3
294,Virgili 10,Superficie,4 Carrer de Virgili 08030,1,0,1,1,8030,Sant Andreu,3
295,"Reina Victoria, 9",Superficie,10 Carrer de la Reina Victòria 08021,1,0,1,1,8021,Sarrià-St. Gervasi,3
296,Guerin Barcelona,Tienda,124 Carrer de Santander 08030,3,0,0,0,8030,Sant Andreu,3
297,Repsol Juníper Serra,Estación de servicio,4 Passeig d'Enric Sanchis 08030,1,0,1,1,8030,Sant Andreu,3
298,Can Bruixa 23,Superficie,33 Carrer de Can Bruixa 08014,1,0,1,1,8014,Sants-Montjuïc,3
299,Foneria 29,Superficie,26 Carrer de la Foneria 08038,1,0,1,1,8038,Sants-Montjuïc,3
300,Cantàbria 28,Superficie,29 Carrer de Cantàbria 08020,1,0,1,1,8020,Sant Martí,3
301,Carrer 60,Superficie,25 Carrer 60 08040,1,0,1,1,8040,Sants-Montjuïc,3
302,Ausiàs March 151,Superficie,139 Carrer de la Marina 08013,1,0,1,1,8013,Eixample,3
303,Salvador Espriu 97,Superficie,8 Carrer de Jaume Vicens i Vives 08005,1,0,1,1,8005,Sant Martí,3
304,Torras i Bages 124,Superficie,149 Passeig de Torras i Bages 08030,1,0,1,1,8030,Sant Andreu,3
305,Poesia 2,Superficie,7B Carrer de la Poesia 08035,1,0,1,1,8035,Horta-Guinardó,3
306,Química 2,Superficie,2 Carrer de la Química 08038,1,0,1,1,8038,Sants-Montjuïc,3
307,Pare Mariana 21,Superficie,17 Carrer del Pare Mariana 08035,1,0,1,1,8035,Horta-Guinardó,3
308,John M. Keynes,Superficie,37 carrer de John Maynard Keynes 08034,1,0,1,1,8034,Les Corts,3
309,Mallorca 100,Superficie,100 Carrer de Mallorca 08029,1,0,1,1,8029,Les Corts,3
310,Pg. Picasso 8,Superficie,8 Passeig de Picasso 08003,1,0,1,1,8003,Ciutat Vella,3
311,Entença 335,Superficie,115 Carrer de Déu i Mata 08029,1,0,1,1,8029,Les Corts,3
312,Mercabarna,Superficie,25 Carrer Major 08040,1,0,1,1,8040,Sants-Montjuïc,3
313,"Via Favència, 21",Superficie,21X Via Favència 08042,1,0,1,1,8042,Nou Barris,3
314,"Carrer Roc Boronat, 122",Superficie,125 Carrer de Roc Boronat 08018,1,0,1,1,8018,Sant Martí,3
315,"Carrer Roc Boronat, 122",Superficie,125 Carrer de Roc Boronat 08018,1,0,1,1,8018,Sant Martí,3
316,"Pla de Palau, 21",Superficie,1366 Pla de Palau 08003,1,0,1,1,8003,Ciutat Vella,3
317,"Provença, 447",Superficie,447 Carrer de Provença 08025,1,0,1,1,8025,Horta-Guinardó,3
318,"Av. Meridiana, 400 E",Superficie,396 Avinguda Meridiana 08030,1,0,1,1,8030,Sant Andreu,3
319,"Passeig de Gràcia, 5",Superficie,4 Carrer de Casp 08010,1,0,1,1,8010,Eixample,3
320,Hotel SB Icària,Hotel,195 Avinguda d'Icària 08005,3,0,0,0,8005,Sant Martí,3
321,REPSOL Plaça Karl Marx,Estación de servicio,106 Passeig de Valldaura 08042,1,0,1,1,8042,Nou Barris,3
322,Trio La Marina de Port,Superficie,19-11 Carrer Mercuri 08038,1,0,1,1,8038,Sants-Montjuïc,3
323,Lidl Vall d'Hebron,Tienda,21 Carrer de Trueba 08035,3,0,0,0,8035,Horta-Guinardó,3
324,Bonanova Park,Hotel,51 Carrer del Capità Arenas 08034,3,0,0,0,8034,Les Corts,3
325,Corte Ingles - Frances Macia,Centro comercial,471 Avinguda Diagonal 08036,3,0,0,0,8036,Eixample,3
326,BCSABAGRACIACCENT06,Superficie,310 Carrer del Consell de Cent 08007,3,0,0,0,8007,Eixample,3
327,Parking Sur Fábrica Nissan,Superficie,Carrer Quatre 08040,0,3,0,0,8040,Sants-Montjuïc,3
328,L'illa Diagonal SABA,Centro comercial,150 Carrer de Numància 08029,2,0,0,0,8029,Les Corts,2
329,E.S. Diagonal Campus Barcelona,Estación de servicio,695 Avinguda Diagonal 08028,1,0,1,1,8028,Sants-Montjuïc,3
330,"Club Esportiu Laietà Barcelona, Carrer Pintor Ribalta 2",Parking,2 Carrer Pintor Ribalta 08028,0,0,2,0,8028,Sants-Montjuïc,2
331,BCMCDOANLDSVILLAOLIMPICA55COMPANIA01,Superficie,45 Avinguda del Litoral 08005,0,0,2,0,8005,Sant Martí,2
332,Charge point EDP Charge,Superficie,239 Carrer d'Aragó 08007,2,0,0,0,8007,Eixample,2
333,Mercadona,Parking,2 Carrer de Micaela Chalmeta 08038,2,0,0,0,8038,Sants-Montjuïc,2
334,C32 S-3 Plz 309 y 310,Parking,148 Carrer de la Ciutat de Granada 08018,2,0,0,0,8018,Sant Martí,2
335,C32 S-3 Plz 309 y 310,Parking,148 Carrer de la Ciutat de Granada 08018,2,0,0,0,8018,Sant Martí,2
336,C22 Plazas 25 y 26,Parking,132 Gran Via de les Corts Catalanes 08038,2,0,0,0,8038,Sants-Montjuïc,2
337,C22 Plazas 20 y 21,Parking,132 Gran Via de les Corts Catalanes 08038,2,0,0,0,8038,Sants-Montjuïc,2
338,NH Barcelona Diagonal Center,Superficie,121 Carrer d'Àlaba 08018,2,0,0,0,8018,Sant Martí,2
339,NH Barcelona Diagonal Center,Superficie,121 Carrer d'Àlaba 08018,2,0,0,0,8018,Sant Martí,2
340,Parking Bertran 73 Putxet - Promoparc,Superficie,75 Carrer de Bertran 08023,2,0,0,0,8023,Gràcia,2
341,Hotel NH Barcelona Stadium,Superficie,111 Travessera de les Corts 08028,2,0,0,0,8028,Sants-Montjuïc,2
342,APK2 Cèntric,Parking,239 Carrer d'Aragó 08007,2,0,0,0,8007,Eixample,2
343,BALLENOIL-ES171650-LOPE DE VEGA,Superficie,137 Carrer de Lope de Vega 08018,0,0,2,0,8018,Sant Martí,2
344,BALLENOIL-ES171650-LOPE DE VEGA,Superficie,137 Carrer de Lope de Vega 08018,0,0,2,0,8018,Sant Martí,2
345,BALLENOIL-ES171650-LOPE DE VEGA,Superficie,137 Carrer de Lope de Vega 08018,0,0,2,0,8018,Sant Martí,2
346,BALLENOIL-ES171650-LOPE DE VEGA,Superficie,137 Carrer de Lope de Vega 08018,0,0,2,0,8018,Sant Martí,2
347,Nissan Sants-Montjuïc,Parking,65 Passeig de la Zona Franca 08038,0,0,1,1,8038,Sants-Montjuïc,2
348,Nissan San Andrés de Palomar,Parking,51 Carrer de la Ciutat d'Asuncion 08030,0,0,1,1,8030,Sant Andreu,2
349,Galp Barcelona Pujades - 162,Parking,297 Carrer de Pujades 08019,0,0,2,0,8019,Sant Martí,2
350,Galp Barcelona Calle Y - 165,Parking,31 Carrer Y 08040,0,0,2,0,8040,Sants-Montjuïc,2
351,Galp Barcelona - Z.Franca-Puerto - 164,Parking,79 Passeig de la Zona Franca 08038,0,0,2,0,8038,Sants-Montjuïc,2
352,2720-Telpark - Sala,Superficie,298 Carrer de Galileu 08014,2,0,0,0,8014,Sants-Montjuïc,2
353,Punto de Spint 6,Parking,68 Carrer del Foc 08038,1,0,0,1,8038,Sants-Montjuïc,2
354,Zona Franca – Barcelona – 03,Superficie,67 Travessia Es 08040,2,0,0,0,8040,Sants-Montjuïc,2
355,Parking Rocas Paris,Parking,184 Carrer de París 08036,2,0,0,0,8036,Eixample,2
356,EUROSTARS Anglí - 263,Parking,Via Sense Nom 08017,2,0,0,0,8017,Sarrià-St. Gervasi,2
357,PARKING GAPARK,Parking,29 Carrer de la Mare de Déu del Remei 08004,1,0,0,0,8004,Sants-Montjuïc,1
358,Galp Zona Franca Plaza Cerda - 016,Parking,225 Passeig de la Zona Franca 08038,0,0,2,0,8038,Sants-Montjuïc,2
359,BARCCARRERDELMASCASANOVASABA05,Superficie,70 Carrer del Mas Casanovas 08041,2,0,0,0,8041,Horta-Guinardó,2
360,BARCCARRERDELMASCASANOVASABA06,Superficie,65 Carrer del Mas Casanovas 08041,2,0,0,0,8041,Horta-Guinardó,2
361,"Endesa CPO BAMSA - Av. de Josep Tarradellas, 46, 08029 Barcelona, Spain",Superficie,46 Avinguda de Josep Tarradellas 08029,2,0,0,0,8029,Les Corts,2
362,"Endesa CPO SABA - Pg. de Gràcia, 33, L'Eixample, 08007 Barcelona, Spain",Superficie,33 Passeig de Gràcia 08007,2,0,0,0,8007,Eixample,2
363,"Endesa CPO SABA - Pg. de Gràcia, 33, L'Eixample, 08007 Barcelona, Spain",Superficie,33 Passeig de Gràcia 08007,2,0,0,0,8007,Eixample,2
364,BCNPASSEIGDEGRACIA05,Superficie,90 Passeig de Gràcia 08008,2,0,0,0,8008,Eixample,2
365,"Endesa CPO SABA - Pg. de Gràcia, 33, L'Eixample, 08007 Barcelona, Spain",Superficie,33 Passeig de Gràcia 08007,2,0,0,0,8007,Eixample,2
366,BCNPASSEIGDEGRACIA06,Superficie,84 Passeig de Gràcia 08008,2,0,0,0,8008,Eixample,2
367,BCSABARAMBLACATALUNYA01,Superficie,14 Rambla de Catalunya 08007,2,0,0,0,8007,Eixample,2
368,"Endesa CPO SABA - Pg. de Gràcia, 33, L'Eixample, 08007 Barcelona, Spain",Superficie,33 Passeig de Gràcia 08007,2,0,0,0,8007,Eixample,2
369,Endesa CPO - Carrer de l'Hospital,Superficie,25 Carrer de l'Hospital 08001,2,0,0,0,8001,Ciutat Vella,2
370,BCOCCIDENTALBARCELONA192901,Superficie,2A Carrer de la Diputació 08014,2,0,0,0,8014,Sants-Montjuïc,2
371,BCOCCIDENTALBARCELONA192902,Superficie,2A Carrer de la Diputació 08014,2,0,0,0,8014,Sants-Montjuïc,2
372,BCPARKINGCONTINENTALNUMANCIA04,Superficie,13 Carrer de Numància 08029,2,0,0,0,8029,Les Corts,2
373,Endesa CPO - PANUFER VALENCIA - C/ de València,Superficie,245 Carrer de València 08007,2,0,0,0,8007,Eixample,2
374,BCBARCELOSANTS01,Superficie,16 Carrer de Viriat 08014,2,0,0,0,8014,Sants-Montjuïc,2
375,1591002318,Superficie,32 Avinguda de Francesc Cambó 08003,2,0,0,0,8003,Ciutat Vella,2
376,1591002118,Superficie,10 Avinguda de Francesc Cambó 08003,2,0,0,0,8003,Ciutat Vella,2
377,Endesa CPO - BAMSA - Carrer del Comte d'Urgell,Superficie,8 Carrer del Comte d'Urgell 08011,2,0,0,0,8011,Eixample,2
378,1591001818,Superficie,16S Rambla de Catalunya 08007,2,0,0,0,8007,Eixample,2
379,1591001718,Superficie,16S Rambla de Catalunya 08007,2,0,0,0,8007,Eixample,2
380,1591001618,Superficie,46 Avinguda de Josep Tarradellas 08029,2,0,0,0,8029,Les Corts,2
381,1591001518,Superficie,56 Carrer de Londres 08036,2,0,0,0,8036,Eixample,2
382,BBMDIPUTACIO02,Superficie,245 Carrer de la Diputació 08007,2,0,0,0,8007,Eixample,2
383,1591001118,Superficie,60 Passeig de Gràcia 08007,2,0,0,0,8007,Eixample,2
384,1591000918,Superficie,40 Carrer del Baluard 08003,2,0,0,0,8003,Ciutat Vella,2
385,"Endesa CPO BAMSA - Pg. de Gràcia & C. del Consell de Cent, 08007 Barcelona, SpainPg. de Gràcia & C. del Consell",Superficie,42 Passeig de Gràcia 08007,2,0,0,0,8007,Eixample,2
386,1591000518,Superficie,21 Carrer de Rivadeneyra 08002,2,0,0,0,8002,Ciutat Vella,2
387,1591000318,Superficie,21 Carrer de Rivadeneyra 08002,2,0,0,0,8002,Ciutat Vella,2
388,1590002418,Superficie,148 Carrer de Casanova 08036,2,0,0,0,8036,Eixample,2
389,1590002318,Superficie,10 Carrer dels Àngels 08001,2,0,0,0,8001,Ciutat Vella,2
390,1590002218,Superficie,21 Carrer dels Àngels 08001,2,0,0,0,8001,Ciutat Vella,2
391,1590002118,Superficie,148 Carrer de Casanova 08036,2,0,0,0,8036,Eixample,2
392,1590001018,Superficie,181 Carrer de Calàbria 08015,2,0,0,0,8015,Eixample,2
393,1590000918,Superficie,75 Carrer de València 08015,2,0,0,0,8015,Eixample,2
394,1590000518,Superficie,95 Gran Via de Carles III 08028,2,0,0,0,8028,Sants-Montjuïc,2
395,1583002218,Superficie,23 Travessera de Gràcia 08021,2,0,0,0,8021,Sarrià-St. Gervasi,2
396,1583002018,Superficie,9 Avinguda de la Catedral,2,0,0,0,8002,Ciutat Vella,2
397,1583001918,Superficie,9 Avinguda de la Catedral,2,0,0,0,8002,Ciutat Vella,2
398,1583001618,Superficie,74 Carrer del Moianès 08014,2,0,0,0,8014,Sants-Montjuïc,2
399,1583001218,Superficie,1 Carrer de l'Abat Safont 08001,2,0,0,0,8001,Ciutat Vella,2
400,1583001118,Superficie,85.B Gran Via de Carles III 08028,2,0,0,0,8028,Sants-Montjuïc,2
401,1583000918,Superficie,43 Travessera de Gràcia 08021,2,0,0,0,8021,Sarrià-St. Gervasi,2
402,1583000218,Superficie,8 Carrer del Comte d'Urgell 08011,2,0,0,0,8011,Eixample,2
403,1583000118,Superficie,23 Plaça del Sol 08012,2,0,0,0,8012,Gràcia,2
404,BARCPLAZAURQUINAONABAMSA07,Superficie,42 Carrer de Casp 08010,2,0,0,0,8010,Eixample,2
405,BARCPLAZAURQUINAONABAMSA08,Superficie,42 Carrer de Casp 08010,2,0,0,0,8010,Eixample,2
406,BCPETROMIRALLESPORT,Superficie,9 Ml Inflamables 08040,0,0,2,0,8040,Sants-Montjuïc,2
407,1591001418,Superficie,46 Avinguda de Josep Tarradellas 08029,2,0,0,0,8029,Les Corts,2
408,Telpark - Sala,Parking,300 Carrer de Galileu 08028,2,0,0,0,8028,Sants-Montjuïc,2
409,BCSABAJOANGUELL23,Superficie,611 Avinguda Diagonal 08028,2,0,0,0,8028,Sants-Montjuïc,2
410,BCSABATRAVESSERA17-21C10,Superficie,23 Travessera de Gràcia 08021,2,0,0,0,8021,Sarrià-St. Gervasi,2
411,BCSABATRAVESSERA43C5,Superficie,43B Travessera de Gràcia 08021,2,0,0,0,8021,Sarrià-St. Gervasi,2
412,BAVINCCIVIT02,Superficie,440 Carrer de Pallars 08019,2,0,0,0,8019,Sant Martí,2
413,BAVINCCIVIT01,Superficie,438 Carrer de Pallars 08019,2,0,0,0,8019,Sant Martí,2
414,"Endesa CPO SABA Hospital Sant Pau - Carrer del Mas Casanovas, 74, 08041 Barcelona, Spain",Superficie,74 Carrer del Mas Casanovas 08041,2,0,0,0,8041,Horta-Guinardó,2
415,"Endesa CPO SABA Hospital Sant Pau - Carrer del Mas Casanovas, 74, 08041 Barcelona, Spain",Superficie,74 Carrer del Mas Casanovas 08041,2,0,0,0,8041,Horta-Guinardó,2
416,BCSABAPAUCASALSPLZ1001,Superficie,16 Avinguda de Pau Casals 08021,2,0,0,0,8021,Sarrià-St. Gervasi,2
417,BCSABACARLESIII01,Superficie,95 Gran Via de Carles III 08028,2,0,0,0,8028,Sants-Montjuïc,2
418,BCSABASIRACUSA01,Superficie,43 Carrer de Siracusa 08012,2,0,0,0,8012,Gràcia,2
419,12011010190004,Superficie,1S Passeig de Lluís Companys 08003,2,0,0,0,8003,Ciutat Vella,2
420,12011010190003,Superficie,1S Passeig de Lluís Companys 08003,2,0,0,0,8003,Ciutat Vella,2
421,12011010190002,Superficie,1S Passeig de Lluís Companys 08003,2,0,0,0,8003,Ciutat Vella,2
422,12011010190001,Superficie,1S Passeig de Lluís Companys 08003,2,0,0,0,8003,Ciutat Vella,2
423,12008000990009,Superficie,15 Carrer de Sant Rafael 08001,2,0,0,0,8001,Ciutat Vella,2
424,BMSIRACUSA01,Superficie,43 Carrer de Siracusa 08012,2,0,0,0,8012,Gràcia,2
425,12008000990006,Superficie,93 Avinguda de Josep Tarradellas 08029,2,0,0,0,8029,Les Corts,2
426,12008000990004,Superficie,15.B Rambla del Raval 08001,2,0,0,0,8001,Ciutat Vella,2
427,BCSABACATEDRALPLZ1016-1015,Superficie,8S Avinguda de la Catedral 08002,2,0,0,0,8002,Ciutat Vella,2
428,BCSABACATEDRALPLZ1014-1013,Superficie,6 Avinguda de la Catedral 08002,2,0,0,0,8002,Ciutat Vella,2
429,BCALCOTASHOTELESCASPE01,Superficie,111 Carrer de Casp 08013,2,0,0,0,8013,Eixample,2
430,BBMDIPUTACIO01,Superficie,286 Carrer de la Diputació 08009,2,0,0,0,8009,Eixample,2
431,1583002118,Superficie,23 Travessera de Gràcia 08021,2,0,0,0,8021,Sarrià-St. Gervasi,2
432,BCSABAAPARCAMIENTOPLAZACATALUNA05,Superficie,23 Plaça de Catalunya 08002,2,0,0,0,8002,Ciutat Vella,2
433,BCSABAAPARCAMIENTOPLAZACATALUNA07,Superficie,21 Carrer de Rivadeneyra 08002,2,0,0,0,8002,Ciutat Vella,2
434,BCSABAAPARCAMIENTOPLAZACATALUNA08,Superficie,23 Plaça de Catalunya 08002,2,0,0,0,8002,Ciutat Vella,2
435,BASABADIPUTACIO04,Superficie,286 Carrer de la Diputació 08009,2,0,0,0,8009,Eixample,2
436,BCSABATRAVESSERADEGRACIA17-2104,Superficie,23 Travessera de Gràcia 08021,2,0,0,0,8021,Sarrià-St. Gervasi,2
437,BASABADIPUTACIO03,Superficie,286 Carrer de la Diputació 08009,2,0,0,0,8009,Eixample,2
438,12113010520008,Superficie,22 Avinguda de Josep Tarradellas 08029,2,0,0,0,8029,Les Corts,2
439,BCFSTHOTELSSLAYREGRANVIA01,Superficie,320 Gran Via de les Corts Catalanes 08004,2,0,0,0,8004,Sants-Montjuïc,2
440,BCPARKINGCONTINENTALNUMANCIA03,Superficie,13 Carrer de Numància 08029,2,0,0,0,8029,Les Corts,2
441,BCHOTELSILKENRAMBLAS02,Superficie,15 Carrer del Pintor Fortuny 08001,2,0,0,0,8001,Ciutat Vella,2
442,BCHOTELSILKENRAMBLAS01,Superficie,15 Carrer del Pintor Fortuny 08001,2,0,0,0,8001,Ciutat Vella,2
443,BCHOTELVINCCIMARITIMO02,Superficie,358 Carrer de Llull 08019,2,0,0,0,8019,Sant Martí,2
444,BCPARKINGCONTINENTALNUMANCIA02,Superficie,13 Carrer de Numància 08029,2,0,0,0,8029,Les Corts,2
445,"Endesa CPO Fira de Barcelona Montjuic-Carrer de Lleida, 2, 8004, Barcelona, Barcelona, España",Superficie,10 Carrer de Lleida 08004,2,0,0,0,8004,Sants-Montjuïc,2
446,BCPARKINGCONTINENTALNUMANCIA01,Superficie,13 Carrer de Numància 08029,2,0,0,0,8029,Les Corts,2
447,"Endesa CPO Fira de Barcelona Montjuic-Carrer de Lleida, 2, 8004, Barcelona, Barcelona, España",Superficie,10 Carrer de Lleida 08004,2,0,0,0,8004,Sants-Montjuïc,2
448,1740000118,Superficie,23 Plaça del Sol 08012,2,0,0,0,8012,Gràcia,2
449,1590000418,Superficie,1 Carrer de l'Abat Safont 08001,2,0,0,0,8001,Ciutat Vella,2
450,1583001018,Superficie,43 Travessera de Gràcia 08021,2,0,0,0,8021,Sarrià-St. Gervasi,2
451,BCSABAAVDADIAGONAL611-615,Superficie,609 Avinguda Diagonal 08028,2,0,0,0,8028,Sants-Montjuïc,2
452,BCSABACARLESIII03,Superficie,85.B Gran Via de Carles III 08028,2,0,0,0,8028,Sants-Montjuïc,2
453,BCSABACARLESIII04,Superficie,85.B Gran Via de Carles III 08028,2,0,0,0,8028,Sants-Montjuïc,2
454,BCSABACARLESIII05,Superficie,85.B Gran Via de Carles III 08028,2,0,0,0,8028,Sants-Montjuïc,2
455,Atlante - Nieves Zona Franca,Superficie,13 Carrer B 08040,0,0,2,0,8040,Sants-Montjuïc,2
456,Atlante - Nieves Zona Franca,Superficie,14 Carrer B 08040,0,0,2,0,8040,Sants-Montjuïc,2
457,"Club Esportiu Laietà Barcelona, Carrer Pintor Ribalta 2",Superficie,1I Avinguda Doctor Marañón 08028,0,0,2,0,8028,Sants-Montjuïc,2
458,TheF Charging Espana - Club Esportiu Laietà Barcel,Superficie,1I Avinguda Doctor Marañón 08028,0,0,2,0,8028,Sants-Montjuïc,2
459,L'illa Diagonal - AC 1,Superficie,Carrer del Prat d'en Rull 08029,2,0,0,0,8029,Les Corts,2
460,L'illa Diagonal - AC 4,Superficie,Carrer del Prat d'en Rull 08029,2,0,0,0,8029,Les Corts,2
461,H10 ITACA,Hotel,22 Avinguda de Roma 08015,2,0,0,0,8015,Eixample,2
462,Derby Hotel,Hotel,25 Carrer de Loreto 08029,2,0,0,0,8029,Les Corts,2
463,Quadis Moto Store,Taller,70 Carrer de Numància 08029,2,0,0,0,8029,Les Corts,2
464,Hotel H10 Casanova,Hotel,559 Gran Via de les Corts Catalanes 08011,2,0,0,0,8011,Eixample,2
