,nombre,tipo,direccion,type2,schuko,ccs2,chademo
297,BCSABATRAVESSERA17-21C9,Superficie,23 Travessera de Gràcia 08021,3,0,0,0
298,BCSABACATEDRAL,Superficie,9 Avinguda de la Catedral,3,0,0,0
299,Eranovum e-mobility/6694fb0cbc4bc2d82f94826b,Superficie,166 Avinguda de Madrid 08028,3,0,0,0
300,Eranovum e-mobility/66542f0781c2c43a755eb398,Superficie,236B Carrer de Sicília 08013,2,0,1,0
301,E.S. Repsol Avda Sarria,Estación de servicio,126 Avinguda de Sarrià 08017,1,0,1,1
302,Parking Riubar - 01,Superficie,63 Carrer de Mallorca 08029,3,0,0,0
303,BMW Charging @ Destination,Superficie,3 Moll d'Espanya 08039,3,0,0,0
304,Náutico BCN 1,Superficie,3 Moll d'Espanya 08039,3,0,0,0
305,Parking Continental,Parking,150 Carrer de Roger de Flor 08013,3,0,0,0
306,CARMEL COORPORACIÓ 2000 SL,Parking,75 Gran Via de Carles III 08028,3,0,0,0
307,"Llobregós, 215",Superficie,213 Carrer del Llobregós 08032,1,0,1,1
308,Mercabarna,Superficie,25 Carrer Major 08040,1,0,1,1
309,"Av. Meridiana, 400 E",Superficie,396 Avinguda Meridiana 08030,1,0,1,1
310,Tanatori Ronda de Dalt,Parking,37 Carrer de Scala Dei 08035,3,0,0,0
311,Repsol Bon Pastor,Estación de servicio,25 Passeig de Guayaquil 08030,1,0,1,1
312,Repsol Castelldefels,Estación de servicio,172 172 08850,1,0,1,1
313,Cisell 8,Superficie,45 Passeig de la Zona Franca 08038,1,0,1,1
314,Moragas 17,Superficie,17 Carrer de Moragas 08022,1,0,1,1
315,Ronda Sant Pau 60,Superficie,62 Ronda de Sant Pau 08001,1,0,1,1
316,Can Marcet 18,Superficie,18 Avinguda de Can Marcet 08035,1,0,1,1
317,Legalitat 53,Superficie,55 Carrer de la Legalitat 08024,1,0,1,1
318,"Llobregós, 215",Superficie,211 Carrer del Llobregós 08032,1,0,1,1
319,Virgili 10,Superficie,4 Carrer de Virgili 08030,1,0,1,1
320,"Reina Victoria, 9",Superficie,10 Carrer de la Reina Victòria 08021,1,0,1,1
321,Guerin Barcelona,Tienda,124 Carrer de Santander 08030,3,0,0,0
322,Repsol Juníper Serra,Estación de servicio,4 Passeig d'Enric Sanchis 08030,1,0,1,1
323,Can Bruixa 23,Superficie,33 Carrer de Can Bruixa 08014,1,0,1,1
324,Foneria 29,Superficie,26 Carrer de la Foneria 08038,1,0,1,1
325,Cantàbria 28,Superficie,29 Carrer de Cantàbria 08020,1,0,1,1
326,Roger de Llúria 124,Superficie,124 Carrer de Roger de Llúria 08037,1,0,1,1
327,Carrer 60,Superficie,25 Carrer 60 08040,1,0,1,1
328,Ausiàs March 151,Superficie,139 Carrer de la Marina 08013,1,0,1,1
329,Concepció Arenal 26,Superficie,26B Carrer de Concepción Arenal 08027,1,0,1,1
330,Salvador Espriu 97,Superficie,8 Carrer de Jaume Vicens i Vives 08005,1,0,1,1
331,Torras i Bages 124,Superficie,149 Passeig de Torras i Bages 08030,1,0,1,1
332,Poesia 2,Superficie,7B Carrer de la Poesia 08035,1,0,1,1
333,Química 2,Superficie,2 Carrer de la Química 08038,1,0,1,1
334,Pare Mariana 21,Superficie,17 Carrer del Pare Mariana 08035,1,0,1,1
335,John M. Keynes,Superficie,37 carrer de John Maynard Keynes 08034,1,0,1,1
336,Mallorca 100,Superficie,100 Carrer de Mallorca 08029,1,0,1,1
337,Pg. Picasso 8,Superficie,8 Passeig de Picasso 08003,1,0,1,1
338,Entença 335,Superficie,115 Carrer de Déu i Mata 08029,1,0,1,1
339,Mercabarna,Superficie,25 Carrer Major 08040,1,0,1,1
340,"Via Favència, 21",Superficie,21X Via Favència 08042,1,0,1,1
341,"Carrer Roc Boronat, 122",Superficie,125 Carrer de Roc Boronat 08018,1,0,1,1
342,"Pla de Palau, 21",Superficie,1366 Pla de Palau 08003,1,0,1,1
343,"Provença, 447",Superficie,447 Carrer de Provença 08025,1,0,1,1
344,"Av. Meridiana, 400 E",Superficie,396 Avinguda Meridiana 08030,1,0,1,1
345,"Passeig de Gràcia, 5",Superficie,4 Carrer de Casp 08010,1,0,1,1
346,Hotel SB Icària,Hotel,195 Avinguda d'Icària 08005,3,0,0,0
347,REPSOL Plaça Karl Marx,Estación de servicio,106 Passeig de Valldaura 08042,1,0,1,1
348,Trio La Marina de Port,Superficie,19-11 Carrer Mercuri 08038,1,0,1,1
349,Lidl Vall d'Hebron,Tienda,21 Carrer de Trueba 08035,3,0,0,0
350,Parking gasolinera Balmes,Parking,290 Carrer de Balmes 08006,3,0,0,0
351,Bonanova Park,Hotel,51 Carrer del Capità Arenas 08034,3,0,0,0
352,Corte Ingles - Frances Macia,Centro comercial,471 Avinguda Diagonal 08036,3,0,0,0
353,BCSABAGRACIACCENT06,Superficie,310 Carrer del Consell de Cent 08007,3,0,0,0
354,Moll de Barcelona,Superficie,2 Ml Barcelona 08039,1,0,1,1
355,Parking Sur Fábrica Nissan,Superficie,Carrer Quatre 08040,0,3,0,0
356,L'illa Diagonal SABA,Centro comercial,150 Carrer de Numància 08029,2,0,0,0
357,E.S. Diagonal Campus Barcelona,Estación de servicio,695 Avinguda Diagonal 08028,1,0,1,1
358,"Club Esportiu Laietà Barcelona, Carrer Pintor Ribalta 2",Parking,2 Carrer Pintor Ribalta 08028,0,0,2,0
359,BCMCDOANLDSVILLAOLIMPICA55COMPANIA01,Superficie,45 Avinguda del Litoral 08005,0,0,2,0
360,La Granada DC1-Charger 4,Superficie,2 Carrer del Baix Penedès 08792,2,0,0,0
361,Charge point EDP Charge,Superficie,239 Carrer d'Aragó 08007,2,0,0,0
362,Charge point EDP Charge,Superficie,55 Travessera de Gràcia 08006,2,0,0,0
363,Charge point EDP Charge,Superficie,74C Passeig de Joan de Borbó 08039,2,0,0,0
364,BCAJUNTAMENTDEVALLROMANES02,Superficie,7 Plaça Esglesia 08188,2,0,0,0
365,Mercadona,Parking,2 Carrer de Micaela Chalmeta 08038,2,0,0,0
366,C32 S-3 Plz 309 y 310,Parking,148 Carrer de la Ciutat de Granada 08018,2,0,0,0
367,C22 Plazas 25 y 26,Parking,132 Gran Via de les Corts Catalanes 08038,2,0,0,0
368,C22 Plazas 20 y 21,Parking,132 Gran Via de les Corts Catalanes 08038,2,0,0,0
369,NH Barcelona Diagonal Center,Superficie,121 Carrer d'Àlaba 08018,2,0,0,0
370,Parking Bertran 73 Putxet - Promoparc,Superficie,75 Carrer de Bertran 08023,2,0,0,0
371,Hotel NH Barcelona Stadium,Superficie,111 Travessera de les Corts 08028,2,0,0,0
372,APK2 Travessera 53,Parking,55 Travessera de Gràcia 08006,2,0,0,0
373,APK2 Plaza del Mar,Parking,74C Passeig de Joan de Borbó 08039,2,0,0,0
374,APK2 Cèntric,Parking,239 Carrer d'Aragó 08007,2,0,0,0
375,BALLENOIL-ES171650-LOPE DE VEGA,Superficie,137 Carrer de Lope de Vega 08018,0,0,2,0
376,BALLENOIL-ES171650-LOPE DE VEGA,Superficie,137 Carrer de Lope de Vega 08018,0,0,2,0
377,Nissan Sants-Montjuïc,Parking,65 Passeig de la Zona Franca 08038,0,0,1,1
378,Nissan San Andrés de Palomar,Parking,51 Carrer de la Ciutat d'Asuncion 08030,0,0,1,1
379,Galp Barcelona Pujades - 162,Parking,297 Carrer de Pujades 08019,0,0,2,0
380,Galp Barcelona Calle Y - 165,Parking,31 Carrer Y 08040,0,0,2,0
381,Galp Barcelona - Z.Franca-Puerto - 164,Parking,79 Passeig de la Zona Franca 08038,0,0,2,0
382,2720-Telpark - Sala,Superficie,298 Carrer de Galileu 08014,2,0,0,0
383,Punto de Spint 6,Parking,68 Carrer del Foc 08038,1,0,0,1
384,Zona Franca – Barcelona – 03,Superficie,67 Travessia Es 08040,2,0,0,0
385,Parking Rocas Paris,Parking,184 Carrer de París 08036,2,0,0,0
386,EUROSTARS Anglí - 263,Parking,Via Sense Nom 08017,2,0,0,0
387,Eurostars Grand Marina - 141,Parking,Moll de Barcelona 08039,2,0,0,0
388,PARKING GAPARK,Parking,29 Carrer de la Mare de Déu del Remei 08004,1,0,0,0
389,Galp Zona Franca Plaza Cerda - 016,Parking,225 Passeig de la Zona Franca 08038,0,0,2,0
390,BCMCDONALDSLAROCAFACTORY01,Superficie,0F Poligono Can Massaguer Nord 08430,0,0,2,0
391,BARCCARRERDELMASCASANOVASABA05,Superficie,70 Carrer del Mas Casanovas 08041,2,0,0,0
392,BARCCARRERDELMASCASANOVASABA06,Superficie,65 Carrer del Mas Casanovas 08041,2,0,0,0
393,"Endesa CPO BAMSA - Av. de Josep Tarradellas, 46, 08029 Barcelona, Spain",Superficie,46 Avinguda de Josep Tarradellas 08029,2,0,0,0
394,"Endesa CPO SABA - Pg. de Gràcia, 33, L'Eixample, 08007 Barcelona, Spain",Superficie,33 Passeig de Gràcia 08007,2,0,0,0
395,"Endesa CPO SABA - Pg. de Gràcia, 33, L'Eixample, 08007 Barcelona, Spain",Superficie,33 Passeig de Gràcia 08007,2,0,0,0
396,BCNPASSEIGDEGRACIA05,Superficie,90 Passeig de Gràcia 08008,2,0,0,0
397,"Endesa CPO SABA - Pg. de Gràcia, 33, L'Eixample, 08007 Barcelona, Spain",Superficie,33 Passeig de Gràcia 08007,2,0,0,0
398,BCNPASSEIGDEGRACIA06,Superficie,84 Passeig de Gràcia 08008,2,0,0,0
399,BCSABARAMBLACATALUNYA01,Superficie,14 Rambla de Catalunya 08007,2,0,0,0
400,"Endesa CPO SABA - Pg. de Gràcia, 33, L'Eixample, 08007 Barcelona, Spain",Superficie,33 Passeig de Gràcia 08007,2,0,0,0
401,Endesa CPO - Carrer de l'Hospital,Superficie,25 Carrer de l'Hospital 08001,2,0,0,0
402,BCOCCIDENTALBARCELONA192901,Superficie,2A Carrer de la Diputació 08014,2,0,0,0
403,BCOCCIDENTALBARCELONA192902,Superficie,2A Carrer de la Diputació 08014,2,0,0,0
404,BCBARCELOOCCIDENTAL41401,Superficie,152 Carrer del Bruc 08037,2,0,0,0
405,BCPARKINGCONTINENTALNUMANCIA04,Superficie,13 Carrer de Numància 08029,2,0,0,0
406,Endesa CPO - JOSE CORSEGA - C. de Còrsega,Superficie,344 Carrer de Còrsega 08037,2,0,0,0
407,61932036570001,Superficie,16 Carrer de Neptú 08006,2,0,0,0
408,Endesa CPO - PANUFER VALENCIA - C/ de València,Superficie,245 Carrer de València 08007,2,0,0,0
409,BCTRANSGOURMETGMCASTELLBISBAL01,Superficie,118 Carrer Potassi 08740,2,0,0,0
410,BCBARCELOSANTS01,Superficie,16 Carrer de Viriat 08014,2,0,0,0
411,1591002318,Superficie,32 Avinguda de Francesc Cambó 08003,2,0,0,0
412,1591002118,Superficie,10 Avinguda de Francesc Cambó 08003,2,0,0,0
413,Endesa CPO - BAMSA - Carrer del Comte d'Urgell,Superficie,8 Carrer del Comte d'Urgell 08011,2,0,0,0
414,1591001818,Superficie,16S Rambla de Catalunya 08007,2,0,0,0
415,1591001718,Superficie,16S Rambla de Catalunya 08007,2,0,0,0
416,1591001618,Superficie,46 Avinguda de Josep Tarradellas 08029,2,0,0,0
417,1591001518,Superficie,56 Carrer de Londres 08036,2,0,0,0
418,BBMDIPUTACIO02,Superficie,245 Carrer de la Diputació 08007,2,0,0,0
419,1591001118,Superficie,60 Passeig de Gràcia 08007,2,0,0,0
420,1591000918,Superficie,40 Carrer del Baluard 08003,2,0,0,0
421,"Endesa CPO BAMSA - Pg. de Gràcia & C. del Consell de Cent, 08007 Barcelona, SpainPg. de Gràcia & C. del Consell",Superficie,42 Passeig de Gràcia 08007,2,0,0,0
422,1591000518,Superficie,21 Carrer de Rivadeneyra 08002,2,0,0,0
423,1591000318,Superficie,21 Carrer de Rivadeneyra 08002,2,0,0,0
424,1590002418,Superficie,148 Carrer de Casanova 08036,2,0,0,0
425,1590002318,Superficie,10 Carrer dels Àngels 08001,2,0,0,0
426,1590002218,Superficie,21 Carrer dels Àngels 08001,2,0,0,0
427,1590002118,Superficie,148 Carrer de Casanova 08036,2,0,0,0
428,1590001018,Superficie,181 Carrer de Calàbria 08015,2,0,0,0
429,1590000918,Superficie,75 Carrer de València 08015,2,0,0,0
430,1590000518,Superficie,95 Gran Via de Carles III 08028,2,0,0,0
431,1583002218,Superficie,23 Travessera de Gràcia 08021,2,0,0,0
432,1583002018,Superficie,9 Avinguda de la Catedral,2,0,0,0
433,1583001918,Superficie,9 Avinguda de la Catedral,2,0,0,0
434,1583001618,Superficie,74 Carrer del Moianès 08014,2,0,0,0
435,1583001318,Superficie,174 Carrer de Pau Claris 08037,2,0,0,0
436,1583001218,Superficie,1 Carrer de l'Abat Safont 08001,2,0,0,0
437,1583001118,Superficie,85.B Gran Via de Carles III 08028,2,0,0,0
438,1583000918,Superficie,43 Travessera de Gràcia 08021,2,0,0,0
439,1583000218,Superficie,8 Carrer del Comte d'Urgell 08011,2,0,0,0
440,1583000118,Superficie,23 Plaça del Sol 08012,2,0,0,0
441,BARCPLAZAURQUINAONABAMSA07,Superficie,42 Carrer de Casp 08010,2,0,0,0
442,BARCPLAZAURQUINAONABAMSA08,Superficie,42 Carrer de Casp 08010,2,0,0,0
443,BCPETROMIRALLESPORT,Superficie,9 Ml Inflamables 08040,0,0,2,0
444,Endesa X HPC CPO - McDonalds - Polígon Can Massaguer Nord,Superficie,0F Poligono Can Massaguer Nord 08430,0,0,2,0
445,BCTRANSGOURMETGMCASTELLBISBAL02,Superficie,118 Carrer Potassi 08740,0,0,2,0
446,1591001418,Superficie,46 Avinguda de Josep Tarradellas 08029,2,0,0,0
447,Telpark - Sala,Parking,300 Carrer de Galileu 08028,2,0,0,0
448,BCSABAJOANGUELL23,Superficie,611 Avinguda Diagonal 08028,2,0,0,0
449,BCSABATRAVESSERA17-21C10,Superficie,23 Travessera de Gràcia 08021,2,0,0,0
450,BCSABAPAUCLARISPLZ309-310,Superficie,174 Carrer de Pau Claris 08037,2,0,0,0
451,BCSABATRAVESSERA43C5,Superficie,43B Travessera de Gràcia 08021,2,0,0,0
452,BAVINCCIVIT02,Superficie,440 Carrer de Pallars 08019,2,0,0,0
453,BAVINCCIVIT01,Superficie,438 Carrer de Pallars 08019,2,0,0,0
454,"Endesa CPO SABA Hospital Sant Pau - Carrer del Mas Casanovas, 74, 08041 Barcelona, Spain",Superficie,74 Carrer del Mas Casanovas 08041,2,0,0,0
455,"Endesa CPO SABA Hospital Sant Pau - Carrer del Mas Casanovas, 74, 08041 Barcelona, Spain",Superficie,74 Carrer del Mas Casanovas 08041,2,0,0,0
456,BCSABAPAUCASALSPLZ1001,Superficie,16 Avinguda de Pau Casals 08021,2,0,0,0
457,BCSABACARLESIII01,Superficie,95 Gran Via de Carles III 08028,2,0,0,0
458,BCSABASIRACUSA01,Superficie,43 Carrer de Siracusa 08012,2,0,0,0
459,12011010190004,Superficie,1S Passeig de Lluís Companys 08003,2,0,0,0
460,12011010190003,Superficie,1S Passeig de Lluís Companys 08003,2,0,0,0
461,12011010190002,Superficie,1S Passeig de Lluís Companys 08003,2,0,0,0
462,12011010190001,Superficie,1S Passeig de Lluís Companys 08003,2,0,0,0
463,12008000990009,Superficie,15 Carrer de Sant Rafael 08001,2,0,0,0
464,12008000990008,Superficie,2 Plaça de Gal·la Placídia 08006,2,0,0,0
465,BMSIRACUSA01,Superficie,43 Carrer de Siracusa 08012,2,0,0,0
466,12008000990006,Superficie,93 Avinguda de Josep Tarradellas 08029,2,0,0,0
467,12008000990005,Superficie,2 Plaça de Gal·la Placídia 08006,2,0,0,0
468,12008000990004,Superficie,15.B Rambla del Raval 08001,2,0,0,0
469,BCSABACATEDRALPLZ1016-1015,Superficie,8S Avinguda de la Catedral 08002,2,0,0,0
470,BCSABACATEDRALPLZ1014-1013,Superficie,6 Avinguda de la Catedral 08002,2,0,0,0
471,BCALCOTASHOTELESCASPE01,Superficie,111 Carrer de Casp 08013,2,0,0,0
472,BBMDIPUTACIO01,Superficie,286 Carrer de la Diputació 08009,2,0,0,0
473,1583002118,Superficie,23 Travessera de Gràcia 08021,2,0,0,0
474,BCSABAAPARCAMIENTOPLAZACATALUNA05,Superficie,23 Plaça de Catalunya 08002,2,0,0,0
475,BCSABAAPARCAMIENTOPLAZACATALUNA07,Superficie,21 Carrer de Rivadeneyra 08002,2,0,0,0
476,BCSABAAPARCAMIENTOPLAZACATALUNA08,Superficie,23 Plaça de Catalunya 08002,2,0,0,0
477,BASABADIPUTACIO04,Superficie,286 Carrer de la Diputació 08009,2,0,0,0
478,BCSABATRAVESSERADEGRACIA17-2104,Superficie,23 Travessera de Gràcia 08021,2,0,0,0
479,BASABADIPUTACIO03,Superficie,286 Carrer de la Diputació 08009,2,0,0,0
480,12113010520008,Superficie,22 Avinguda de Josep Tarradellas 08029,2,0,0,0
481,BCFSTHOTELSSLAYREGRANVIA01,Superficie,320 Gran Via de les Corts Catalanes 08004,2,0,0,0
482,BCPARKINGCONTINENTALNUMANCIA03,Superficie,13 Carrer de Numància 08029,2,0,0,0
483,BCHOTELSILKENRAMBLAS02,Superficie,15 Carrer del Pintor Fortuny 08001,2,0,0,0
484,BCHOTELSILKENRAMBLAS01,Superficie,15 Carrer del Pintor Fortuny 08001,2,0,0,0
485,BCHOTELVINCCIMARITIMO02,Superficie,358 Carrer de Llull 08019,2,0,0,0
486,BCPARKINGCONTINENTALNUMANCIA02,Superficie,13 Carrer de Numància 08029,2,0,0,0
487,"Endesa CPO Fira de Barcelona Montjuic-Carrer de Lleida, 2, 8004, Barcelona, Barcelona, España",Superficie,10 Carrer de Lleida 08004,2,0,0,0
488,BCPARKINGCONTINENTALNUMANCIA01,Superficie,13 Carrer de Numància 08029,2,0,0,0
489,"Endesa CPO Fira de Barcelona Montjuic-Carrer de Lleida, 2, 8004, Barcelona, Barcelona, España",Superficie,10 Carrer de Lleida 08004,2,0,0,0
490,61932036570002,Superficie,9 Carrer de Luis Antúnez 08006,2,0,0,0
491,1740000118,Superficie,23 Plaça del Sol 08012,2,0,0,0
492,1590000418,Superficie,1 Carrer de l'Abat Safont 08001,2,0,0,0
493,1583001018,Superficie,43 Travessera de Gràcia 08021,2,0,0,0
494,BCSABAAVDADIAGONAL611-615,Superficie,609 Avinguda Diagonal 08028,2,0,0,0
495,BCSABACARLESIII03,Superficie,85.B Gran Via de Carles III 08028,2,0,0,0
496,BCSABACARLESIII04,Superficie,85.B Gran Via de Carles III 08028,2,0,0,0
497,BCSABACARLESIII05,Superficie,85.B Gran Via de Carles III 08028,2,0,0,0
498,Interparking Hispania/6011,Superficie,Moll 18 A Barcelona 08039,2,0,0,0
499,Atlante - Nieves Zona Franca,Superficie,13 Carrer B 08040,0,0,2,0
500,Atlante - Nieves Zona Franca,Superficie,14 Carrer B 08040,0,0,2,0
501,"Club Esportiu Laietà Barcelona, Carrer Pintor Ribalta 2",Superficie,1I Avinguda Doctor Marañón 08028,0,0,2,0
502,TheF Charging Espana - Club Esportiu Laietà Barcel,Superficie,1I Avinguda Doctor Marañón 08028,0,0,2,0
503,ATLANTE - Marina Vela Mirador,Superficie,80 Passeig de Joan de Borbó 08039,0,0,2,0
504,ATLANTE - Marina Vela Mirador,Superficie,80 Passeig de Joan de Borbó 08039,0,0,2,0
505,L'illa Diagonal - AC 1,Superficie,Carrer del Prat d'en Rull 08029,2,0,0,0
506,L'illa Diagonal - AC 4,Superficie,Carrer del Prat d'en Rull 08029,2,0,0,0
507,H10 ITACA,Hotel,22 Avinguda de Roma 08015,2,0,0,0
508,Derecha - ACCIONA - ANTIGA MASÍA - CCS,Superficie,1 Carrer de la Masia 08711,0,0,2,0
509,Derby Hotel,Hotel,25 Carrer de Loreto 08029,2,0,0,0
510,Quadis Moto Store,Taller,70 Carrer de Numància 08029,2,0,0,0
511,Hotel H10 Casanova,Hotel,559 Gran Via de les Corts Catalanes 08011,2,0,0,0
512,Carrer 60,Superficie,21 Carrer 60 08040,2,0,0,0
513,Bailen 93,Superficie,93 Calle de Bailén 08009,0,2,0,0
514,Riera de Cassoles 61,Superficie,61 Avenida Princep D'Asturies 08012,0,2,0,0
515,Riera de Cassoles 6,Superficie,2 Carrer dels Madrazo 08012,0,2,0,0
516,"Rosa Sensat, 14",Superficie,147 Avinguda d'Icària 08005,0,2,0,0
517,"Pascual i Vila, 23",Superficie,23-24 Carrer de Pascual i Vila 08028,0,2,0,0
518,"Arquitecte Moragas, 31",Superficie,38 Avinguda de Can Marcet 08035,0,2,0,0
519,"Cristobal de Moura, 24",Superficie,19 Carrer de Cristóbal de Moura 08019,0,2,0,0
520,"Rbla. Prim, 19",Superficie,17X Avinguda Diagonal 08019,0,2,0,0
521,"Av. Josep Tarradellas, 1",Superficie,4 Avinguda de Josep Tarradellas 08029,0,2,0,0
522,"Fígols, 6",Superficie,11 Plaça del Sol de Baix 08028,0,2,0,0
523,"Pl. Dr. Letamendi, 30-33",Superficie,33 Plaça del Doctor Letamendi 08007,0,2,0,0
524,"Pg. Salvat Papasseit, 3",Superficie,10 Passeig de Salvat Papasseit 08003,0,2,0,0
525,"Pla de Palau, 19",Superficie,9999 Plaça de Correus 08002,0,2,0,0
526,República Dominicana,Superficie,54 Carrer de Ferran Junoy 08030,0,2,0,0
527,"Rambla Badal, 167",Superficie,267 Carrer de Sants 08028,0,2,0,0
528,"Lisboa, 9",Superficie,11 Carrer de Lisboa 08032,0,2,0,0
529,"Garcilaso, 204",Superficie,204 Carrer de Garcilaso 08027,0,2,0,0
530,"D'Osi, 4",Superficie,1 Carrer d'Osi 08034,0,2,0,0
531,"Av. Vallcarca, 154",Superficie,150 Avinguda de Vallcarca 08023,0,2,0,0
532,"Balmes, 422",Superficie,422 Carrer de Balmes 08022,0,2,0,0
533,"Av. Sarrià, 126",Superficie,132 Avinguda de Sarrià 08017,0,2,0,0
534,"Bruc, 84",Superficie,84 Carrer del Bruc 08009,0,2,0,0
535,"Ctra. Del Prat, 42",Superficie,42 Carretera del Prat 08038,0,2,0,0
536,"Llançà, 16",Superficie,16 Carrer de Llança 08015,0,2,0,0
537,"Còrsega, 264",Superficie,262 Carrer de Còrsega 08008,0,2,0,0
538,"Villarroel, 277",Superficie,271 Carrer de Villarroel 08036,0,2,0,0
539,"Llacuna, 149",Superficie,147 Carrer de la Llacuna 08018,0,2,0,0
540,"Via Favència, 169",Superficie,169 Via Favència 08042,0,2,0,0
541,"Av. Pearson, 20",Superficie,20 Avinguda de Pearson 08034,0,2,0,0
542,"Indústria, 19",Superficie,15 Carrer de la Indústria 08037,0,2,0,0
543,Mercadona Carrer Andrade,Centro comercial,256 Carrer de Lope de Vega 08018,2,0,0,0
544,H10 MARINA BARCELONA,Hotel,64-68 Avinguda del Bogatell 08005,2,0,0,0
545,Parking indigo Piscinas y Deportes,Superficie,29 Carrer de Ganduxer 08021,2,0,0,0
546,Parking indigo Plaa Wagner,Superficie,7 Plaça de Wagner 08021,2,0,0,0
547,Parking indigo Mata (Tres Chimeneas),Superficie,36 Carrer de Vila i Vilà 08004,2,0,0,0
548,Parking indigo Mercat Merce,Superficie,276 Passeig de Fabra i Puig 08031,2,0,0,0
549,Parking indigo Can Fabra,Superficie,9999 Plaça de Ramon Riera 08030,2,0,0,0
550,Marina Village 1,Superficie,6 Carrer de Ramon Trias Fargas 08005,2,0,0,0
551,Marina Village 2,Superficie,6 Carrer de Ramon Trias Fargas 08005,2,0,0,0
552,APK2 Centric BCN 1,Superficie,65 Rambla de Catalunya 08007,2,0,0,0
553,Parking indigo Plaa Wagner,Superficie,1 Plaça de Wagner 08021,2,0,0,0
554,Parking indigo Mata (Tres Chimeneas),Superficie,36 Carrer de Vila i Vilà 08004,2,0,0,0
555,Parking indigo Can Fabra,Superficie,20 Carrer del Doctor Balari i Jovany 08030,2,0,0,0
556,Parking indigo Mercat Merce,Superficie,276 Passeig de Fabra i Puig 08031,2,0,0,0
557,Parking indigo Piscinas y Deportes,Superficie,29 Carrer de Ganduxer 08021,2,0,0,0
558,Aena Terminal T2 Express Parking,Aeropuerto,18 C-32B 08820,2,0,0,0
559,Vall Parc: Club de tenis i de pàdel a Barcelona,Parking,125I Carretera de l' Arrabassada 08035,2,0,0,0
560,Garaje Park,Parking,1 Carrer del Tenor Viñas 08021,2,0,0,0
561,Parking Chile Barcelona,Parking,308 Carrer del Rosselló 08037,2,0,0,0
562,Carrer de la Diputació 244,Superficie,244 Carrer de la Diputació 08007,2,0,0,0
563,Garaje Auriga,Parking,213 Carrer de Còrsega 08036,2,0,0,0
564,Cargador Aparcaments,Parking,19 Carrer de Sant Quintí 08026,2,0,0,0
565,Circutor Barcelona,Superficie,12 Carretera Circumvaŀlació Tram 5 08039,2,0,0,0
566,Mercadona Viladomat,Parking,277 277 08029,2,0,0,0
567,Cargador PG toma,Parking,87 Passeig de Gràcia 08008,2,0,0,0
568,MAKRO-Barcelona-02,Superficie,49 Carrer Lletra A de la Zona Franca 08040,2,0,0,0
569,MAKRO-Barcelona-03,Superficie,49 Carrer Lletra A de la Zona Franca 08040,2,0,0,0
570,MAKRO-Barcelona-04,Superficie,49 Carrer Lletra A de la Zona Franca 08040,2,0,0,0
571,Sector 6 Àlvarez de la Campa,Superficie,5 Ml Alvarez de la Campa 08039,2,0,0,0
572,Factor Energía - RC POLO BCN - Caballerizas,Superficie,8 Carrer del General Batet 08028,2,0,0,0
573,Hotel Front Marítim,Hotel,69 Passeig de Garcia Fària 08019,2,0,0,0
574,Nissan Sants-Montjuïc,Superficie,65 Passeig de la Zona Franca 08038,0,0,1,1
575,Mercadona Avinguda de Rio de Janeiro,Tienda,82 Avinguda de Rio de Janeiro 08016,2,0,0,0
576,Parking Odiseus,Parking,56 56 08006,2,0,0,0
577,undefined,Superficie,244 Carrer de la Diputació 08007,2,0,0,0
578,Mercadona Sardenya 229,Tienda,231 Carrer de Sardenya 08013,2,0,0,0
579,Allego/ESALLEGO000011,Superficie,51 Carrer de la Ciutat d'Asuncion 08030,0,0,1,1
580,Allego/ESALLEGO000013,Superficie,379 Carrer de Pere IV 08020,0,0,1,1
581,HOTEL CATALONIA RAMBLAS,Hotel,30 Carrer de Pelai 08001,2,0,0,0
582,Hotel Catalonia Barcelona 505,Hotel,503 Carrer de Muntaner 08022,2,0,0,0
583,Parking Provença 228 - Promoparc,Parking,230 Carrer de Provença 08036,2,0,0,0
584,Anpora Parking Roger de Flor,Parking,148 Carrer de Roger de Flor 08013,2,0,0,0
585,Interior Concesionario Letamendi,Superficie,177 Carrer de València 08011,1,0,1,0
586,Nissan San Andrés de Palomar,Superficie,51 Carrer de la Ciutat d'Asuncion 08030,0,0,1,1
587,Parking NN Urgell,Parking,230 Carrer del Comte d'Urgell 08036,2,0,0,0
588,Bailen 93,Superficie,93 Carrer de Bailèn 08009,0,2,0,0
589,Pg. Joan de Borbó 68,Superficie,69 Passeig de Joan de Borbó 08003,0,2,0,0
590,Riera de Cassoles 6,Superficie,2 Carrer dels Madrazo 08012,0,2,0,0
591,Riera de Cassoles 61,Superficie,60 Avinguda de la Riera de Cassoles 08012,0,2,0,0
592,Pintor Tapiró 2-6,Superficie,5 Carrer del Pintor Tapiró 08028,0,2,0,0
593,"Lope de Vega, 158-160",Superficie,492 Carrer de Lope de Vega 08005,0,2,0,0
594,"Rosa Sensat, 14",Superficie,11 Carrer de Rosa Sensat 08005,0,2,0,0
595,"Arquitecte Moragas, 31",Superficie,38 Avinguda de Can Marcet 08035,0,2,0,0
596,"Av. Josep Vicenç Foix, 86 Bis",Superficie,86 Avinguda de Josep Vicenç Foix 08034,0,2,0,0
597,"Av. Esplugues, 52",Superficie,10 Carrer d'Eduard Toldrà 08034,0,2,0,0
598,"Ciutat de Granada, 11",Superficie,8 Passatge de Mas de Roda 08005,0,2,0,0
