,nombre,tipo,direccion,type2,schuko,ccs2,chademo
599,"Rbla. Guipúscoa, 103",Superficie,103 Rambla de Guipúscoa 08020,0,2,0,0
600,"Rbla. Prim, 19",Superficie,17X Avinguda Diagonal 08019,0,2,0,0
601,"Cristobal de Moura, 24",Superficie,21 Carrer de Cristóbal de Moura 08019,0,2,0,0
602,"Fígols, 6",Superficie,11 Plaça del Sol de Baix 08028,0,2,0,0
603,"Av. Josep Tarradellas, 1",Superficie,1 Avinguda de Josep Tarradellas 08029,0,2,0,0
604,"Pl. Dr. Letamendi, 30-33",Superficie,33 Plaça del Doctor Letamendi 08007,0,2,0,0
605,"Ausiàs March, 131",Superficie,114 Carrer d'Ausiàs Marc 08013,0,2,0,0
606,"Pg. Salvat Papasseit, 3",Superficie,10 Passeig de Salvat Papasseit 08003,0,2,0,0
607,"Via Laietana, 1",Superficie,9999 Plaça d'Antonio López 08002,0,2,0,0
608,c/ Europa 38,Superficie,38 Carrer d'Europa 08014,0,2,0,0
609,"Llull, 285",Superficie,288 Carrer de Llull 08019,0,2,0,0
610,República Dominicana,Superficie,54 Carrer de Ferran Junoy 08030,0,2,0,0
611,"Lisboa, 9",Superficie,11 Carrer de Lisboa 08032,0,2,0,0
612,"Rambla Badal, 167",Superficie,267 Carrer de Sants 08028,0,2,0,0
613,"Pl. Maragall, 21",Superficie,21 Plaça de Maragall 08027,0,2,0,0
614,"Garcilaso, 204",Superficie,204 Carrer de Garcilaso 08027,0,2,0,0
615,"Av. Vallcarca, 154",Superficie,150 Avinguda de Vallcarca 08023,0,2,0,0
616,"D'Osi, 4",Superficie,1 Carrer d'Osi 08034,0,2,0,0
617,"Av.Sarrià, 126",Superficie,132 Avinguda de Sarrià 08017,0,2,0,0
618,"Balmes, 422",Superficie,422 Carrer de Balmes 08022,0,2,0,0
619,"Ctra. Del Prat, 42",Superficie,42 Carretera del Prat 08038,0,2,0,0
620,"Bruc, 84",Superficie,84 Carrer del Bruc 08009,0,2,0,0
621,"Fontanella, 1",Superficie,1 Carrer de Fontanella 08010,0,2,0,0
622,"Còrsega, 264",Superficie,262 Carrer de Còrsega 08008,0,2,0,0
623,"Llançà, 16",Superficie,16 Carrer de Llança 08015,0,2,0,0
624,"Villarroel, 277",Superficie,271 Carrer de Villarroel 08036,0,2,0,0
625,"Torras i Bages, 11",Superficie,11 Passeig de Torras i Bages 08030,0,2,0,0
626,"Llacuna, 149",Superficie,147 Carrer de la Llacuna 08018,0,2,0,0
627,"Av. Pearson, 20",Superficie,20 Avinguda de Pearson 08034,0,2,0,0
628,"Via Favència, 169",Superficie,169 Via Favència 08042,0,2,0,0
629,"Indústria, 19",Superficie,15 Carrer de la Indústria 08037,0,2,0,0
630,HOTEL CATALONIA MIKADO,Hotel,2 Carrer d'Iradier 08017,2,0,0,0
631,Mercadona Trav Les Corts,Tienda,142 Travessera de les Corts 08028,2,0,0,0
632,APK2 Travessera 53 - Barcelona 1,Superficie,55 Travessera de Gràcia 08006,2,0,0,0
633,APK2 Plaza del Mar,Superficie,76 Passeig de Joan de Borbó 08003,2,0,0,0
634,"Supercharger Barcelona - L'Illa Diagonal, Spain",Centro comercial,583 Avinguda Diagonal 08017,0,0,0,0
635,Parkmestres Parking,Parking,208 Carrer de París 08008,2,0,0,0
636,Carrer de la Diputació 244,Superficie,244 Carrer de la Diputació 08007,2,0,0,0
637,Mercadona calle Perú - Barcelona,Tienda,157 Carrer del Perú 08018,2,0,0,0
638,Hotel Ohla Eixample,Hotel,291 Carrer de Còrsega 08008,2,0,0,0
639,Hotel Olivia Balmes,Hotel,250 Carrer de Provença 08008,2,0,0,0
640,Hotel Gallery Barcelona,Hotel,251 Carrer del Rosselló 08008,2,0,0,0
641,Porsche Destination Charging - Hotel W Barcelona,Hotel,Passeig del Mare Nostrum,1,0,0,0
642,Parking David 02,Superficie,25 Carrer de Tuset 08006,2,0,0,0
643,Parking David 03,Superficie,60 Travessera de Gràcia 08006,2,0,0,0
644,Parking David 04,Superficie,60 Travessera de Gràcia 08006,2,0,0,0
645,Feníe Energía/0438,Superficie,181 Carrer de Còrsega 08036,2,0,0,0
646,Mercadona Duero,Tienda,19 Carrer del Duero 08031,2,0,0,0
647,Hotel Alimara,Hotel,126 carrer de Berruguete 08035,2,0,0,0
648,parking ortigosa,Parking,23 Carrer d'Amadeu Vives 08003,2,0,0,0
649,"Parking Massens - carrer Massens, 73",Parking,73 Carrer de Massens 08024,2,0,0,0
650,Zeromotorcycles BCN,Concesionario,216 Carrer de Còrsega 08036,1,1,0,0
651,ACTA VORAPORT,Hotel,35X Carrer de la Llacuna 08005,2,0,0,0
652,La Maquinista Motos,Centro comercial,16I Carrer de Ferran Junoy 08030,0,2,0,0
653,Aldi Numancia 88,Tienda,90 Carrer de Numància 08029,2,0,0,0
654,Mercadona Bonaventura Muñoz,Tienda,37 Carrer de Buenaventura Muñoz 08018,2,0,0,0
655,El Corte Inglés Can Dragó,Centro comercial,48 Passeig d'Andreu Nin 08016,2,0,0,0
656,AUDI zona franca,Concesionario,61 Carrer A 08040,1,0,1,0
657,Mercadona Calle Aneto,Tienda,3 Carrer d'Inca 08031,2,0,0,0
658,HOTEL BARCELONA 1882,Hotel,509 Carrer de Còrsega 08025,2,0,0,0
659,Mercadona Magòria-La Campana,Tienda,187 Gran Via de les Corts Catalanes 08014,2,0,0,0
660,1583001418,Superficie,158 Carrer de Pau Claris 08009,2,0,0,0
661,1591001018,Superficie,19 Carrer d'Escuder 08003,2,0,0,0
662,Mercadona - C. Veneçuela - Sant Martí,Centro comercial,96 Carrer de Puigcerdà 08019,2,0,0,0
663,Parking Rius,Parking,480 Carrer de València 08013,2,0,0,0
664,Hotel Catalonia Diagonal Centro,Hotel,142 Carrer de Balmes 08008,1,0,0,0
665,St Cugat - Av. Generalitat 204,Superficie,204 Avinguda de la Generalitat 08174,2,0,0,0
666,ilunion les corts spa,Parking,11Bis Carrer del Cardenal Reig 08028,1,0,0,0
667,Parking Sicilia,Parking,259 Carrer de Sicília 08025,1,1,0,0
668,Aparthotel Silver,Hotel,28 Carrer de Bretón de los Herreros 08012,1,1,0,0
669,Hotel Crowne Plaza,Hotel,1 Avinguda de Rius i Taulet 08004,0,0,0,0
670,Barna parking,Parking,231 Carrer del Rosselló 08008,2,0,0,0
671,Parking Galvany,Parking,36 Carrer de Calaf 08021,2,0,0,0
672,Parking Mallorca 272,Parking,272 Carrer de Mallorca 08037,1,1,0,0
673,Parking Clot saba,Parking,1-103 Carrer Marconi 08018,0,2,0,0
674,SABA,Superficie,28 Avinguda Parc Logístic 08040,0,2,0,0
675,Hotel Miramar Barcelona (Tesla DC),Hotel,15 Carretera Antiga de Montjuïc 08038,1,0,0,0
676,Catalunya wagen,Concesionario,61 Carrer Lletra A de la Zona Franca 08040,2,0,0,0
677,Cementirio Sant Andreu,Superficie,28 Carrer dels Garrofers 08016,1,1,0,0
678,Garaje Atarazanas,Parking,7 Carrer del Portal de Santa Madrona 08001,2,0,0,0
679,Parking Nh Sants - Promoparc,Parking,72 Carrer de Numància 08029,0,2,0,0
680,Campus Universitat Politécnica de Catalunya,Parking,37 Carrer de Sor Eulàlia d'Anzizu 08034,0,2,0,0
681,EL NOU RAVAL SL,Parking,124 Carrer de l'Hospital 08001,0,2,0,0
682,Hotel Pullman Barcelona Skipper,Hotel,8 Avinguda del Litoral 08005,0,2,0,0
683,BARFIRAHOSPITALETPABELLO8_01,Superficie,81 Carrer de l'Urani 08038,1,0,0,0
684,"Endesa CPO Av. Joan Carles I, 64, 08908 L'Hospitalet de Llobregat, Barcelona, Spain",Superficie,81 Carrer de l'Urani 08038,1,0,0,0
685,SABAPAUCASALS,Superficie,16 Avinguda de Pau Casals 08150,1,0,0,0
686,Bluespace - Rambla Guipuzcoa,Parking,159 Carrer de Guipúscoa 08020,0,0,1,0
687,BonArea,Superficie,545 A-2 08719,0,0,1,0
688,Parking BARICENTRO P4,Superficie,km 6 N-150 08210,0,0,0,1
689,Fundacion Ampans,Hotel,2 Carrer Major del Rectoret 08017,1,0,0,0
690,NH Collection Barcelona Pódium,Superficie,8 Carrer de Bailèn 08010,1,0,0,0
691,MOEVE-ES113690-PARIS URGEL,Superficie,219 Carrer del Comte d'Urgell 08036,0,0,1,0
692,MOEVE-ES113690-PARIS URGEL,Superficie,219 Carrer del Comte d'Urgell 08036,0,0,1,0
693,Parking público Mallorca 307,Parking,07311 Carrer de Mallorca 08037,1,0,0,0
694,Jordi Test Location,Parking,60 Carrer d'Olesa 08027,1,0,0,0
695,Hotel Best Western Dante,Hotel,181 Carrer de Mallorca 08036,1,0,0,0
696,Condis Horta-Guinardó,Tienda,417 Passeig Maragall 08032,1,0,0,0
697,Parking Roma 2000,Parking,7B Carrer de València 08015,1,0,0,0
698,BARCCARRERDELMASCASANOVASABA02,Superficie,65 Carrer del Mas Casanovas 08041,1,0,0,0
699,BARCCARRERDELMASCASANOVASABA01,Superficie,82 Carrer del Mas Casanovas 08041,1,0,0,0
700,BARCCARRERDELMASCASANOVASABA04,Superficie,82 Carrer del Mas Casanovas 08041,1,0,0,0
701,BARCCARRERDELMASCASANOVASABA03,Superficie,82 Carrer del Mas Casanovas 08041,1,0,0,0
702,Endesa CPO - C/ de Joan Güell,Superficie,611 Avinguda Diagonal 08028,1,0,0,0
703,Endesa CPO - C/ de Joan Güell,Superficie,607B Avinguda Diagonal 08028,1,0,0,0
704,Endesa CPO - C/ de Joan Güell,Superficie,607B Avinguda Diagonal 08028,1,0,0,0
705,Endesa CPO - C/ de Joan Güell,Superficie,607B Avinguda Diagonal 08028,1,0,0,0
706,Endesa CPO - C/ de Joan Güell,Superficie,607B Avinguda Diagonal 08028,1,0,0,0
707,Endesa CPO - C/ de Joan Güell,Superficie,611 Avinguda Diagonal 08028,1,0,0,0
708,Endesa CPO - C/ de Joan Güell,Superficie,607B Avinguda Diagonal 08028,1,0,0,0
709,Endesa CPO - C/ de Joan Güell,Superficie,611 Avinguda Diagonal 08028,1,0,0,0
710,Endesa CPO - C/ de Joan Güell,Superficie,611 Avinguda Diagonal 08028,1,0,0,0
711,Endesa CPO - C/ de Joan Güell,Superficie,611 Avinguda Diagonal 08028,1,0,0,0
712,"Endesa CPO SABA - Pg. de Gràcia, 33, L'Eixample, 08007 Barcelona, Spain",Superficie,33 Passeig de Gràcia 08007,1,0,0,0
713,Endesa CPO - SABA - Travessera de Gràcia,Superficie,45 Travessera de Gràcia 08021,1,0,0,0
714,"Endesa CPO SABA - Pg. de Gràcia, 33, L'Eixample, 08007 Barcelona, Spain",Superficie,33 Passeig de Gràcia 08007,1,0,0,0
715,BCNPASSEIGDEGRACIA03,Superficie,84 Passeig de Gràcia 08008,1,0,0,0
716,BCNPASSEIGDEGRACIA04,Superficie,84 Passeig de Gràcia 08008,1,0,0,0
717,BCNPASSEIGDEGRACIA02,Superficie,84 Passeig de Gràcia 08008,1,0,0,0
718,BCNPASSEIGDEGRACIA01,Superficie,90 Passeig de Gràcia 08008,1,0,0,0
719,BARCCARRERDELMASCASANOVASABA10,Superficie,65 Carrer del Mas Casanovas 08041,1,0,0,0
720,BARCCARRERDELMASCASANOVASABA08,Superficie,65 Carrer del Mas Casanovas 08041,1,0,0,0
721,BARCCARRERDELMASCASANOVASABA07,Superficie,65 Carrer del Mas Casanovas 08041,1,0,0,0
722,BARCCARRERDELMASCASANOVASABA09,Superficie,65 Carrer del Mas Casanovas 08041,1,0,0,0
723,BCBARCELOOCCIDENTALATENEAMAR01,Superficie,37 Passeig de Garcia Fària 08019,1,0,0,0
724,BCBARCELOOCCIDENTALATENEAMAR03,Superficie,37 Passeig de Garcia Fària 08019,1,0,0,0
725,BCBARCELOOCCIDENTALATENEAMAR04,Superficie,37 Passeig de Garcia Fària 08019,1,0,0,0
726,Endesa CPO - ANPORA AUGUSTA - Via Augusta,Superficie,35 Carrer de Brusi 08006,1,0,0,0
727,BPARKIACORACHAN01,Superficie,5 Plaça de Manuel Corachán 08017,1,0,0,0
728,BPARKIACORACHAN02,Superficie,5 Plaça de Manuel Corachán 08017,1,0,0,0
729,BPARKIAMARAGALL01,Superficie,50 Passeig Maragall 08041,1,0,0,0
730,BPARKIABORN01,Superficie,4 Plaça Comercial 08003,1,0,0,0
731,BPARKIAMARAGALL02,Superficie,52 Passeig Maragall 08041,1,0,0,0
732,BPARKIABORN2,Superficie,2 Plaça Comercial 08003,1,0,0,0
733,Endesa CPO - Avinguda Diagonal,Superficie,595 Avinguda Diagonal 08014,1,0,0,0
734,Endesa CPO - Via Augusta,Superficie,353 Via Augusta 08017,1,0,0,0
735,Endesa CPO - Avinguda Diagonal,Superficie,595 Avinguda Diagonal 08014,1,0,0,0
736,Endesa CPO - Via Augusta,Superficie,353 Via Augusta 08017,1,0,0,0
737,Endesa CPO - Via Augusta,Superficie,353 Via Augusta 08017,1,0,0,0
738,Endesa CPO - Via Augusta,Superficie,353 Via Augusta 08017,1,0,0,0
739,Endesa CPO - JOSEL CORSEGA - C. de Còrsega,Superficie,345 Carrer de Còrsega 08037,1,0,0,0
740,Endesa CPO - JOSEL CORSEGA - C. de Còrsega,Superficie,344 Carrer de Còrsega 08037,1,0,0,0
741,Endesa CPO - JOSEL CORSEGA - C. de Còrsega,Superficie,344 Carrer de Còrsega 08037,1,0,0,0
742,Endesa CPO - JOSEL CORSEGA - C. de Còrsega,Superficie,344 Carrer de Còrsega 08037,1,0,0,0
743,Endesa CPO - JOSEL CORSEGA - C. de Còrsega,Superficie,346 Carrer de Còrsega 08037,1,0,0,0
744,Endesa CPO - JOSEL CORSEGA - C. de Còrsega,Superficie,344 Carrer de Còrsega 08037,1,0,0,0
745,BARMARRIOTFORUM04,Superficie,278 Passeig del Taulat 08019,1,0,0,0
746,BARCPARKINGFIRAGRANVIABARCELONA08,Superficie,31 Carrer del Foc 08038,1,0,0,0
747,BARCPARKINGFIRAGRANVIABARCELONA07,Superficie,31 Carrer del Foc 08038,1,0,0,0
748,BARCPARKINGFIRAGRANVIABARCELONA06,Superficie,31 Carrer del Foc 08038,1,0,0,0
749,BARCPARKINGFIRAGRANVIABARCELONA05,Superficie,31 Carrer del Foc 08038,1,0,0,0
750,BARMARRIOTFORUM03,Superficie,278 Passeig del Taulat 08019,1,0,0,0
751,BARMARRIOTFORUM02,Superficie,278 Passeig del Taulat 08019,1,0,0,0
752,BARMARRIOTFORUM01,Superficie,278 Passeig del Taulat 08019,1,0,0,0
753,BARCPARKINGFIRAGRANVIABARCELONA03,Superficie,31 Carrer del Foc 08038,1,0,0,0
754,BARCPARKINGFIRAGRANVIABARCELONA02,Superficie,31 Carrer del Foc 08038,1,0,0,0
755,BARCPARKINGFIRAGRANVIABARCELONA01,Superficie,31 Carrer del Foc 08038,1,0,0,0
756,Endesa CPO - Carrer de la Ciutat d'Asuncion,Superficie,36 Carrer de la Ciutat d'Asuncion 08030,0,0,0,0
757,"Endesa CPO Fira Pabellon 8, 08908 L'Hospitalet de Llobregat, Barcelona, Spain",Superficie,18U Carrer dels Alts Forns 08038,1,0,0,0
758,"Endesa CPO Fira Pabellon 8, 08908 L'Hospitalet de Llobregat, Barcelona, Spain",Superficie,32 Carrer dels Alts Forns 08038,1,0,0,0
759,BARFIRAHOSPITALETPABELLO8_01,Superficie,32 Carrer dels Alts Forns 08038,1,0,0,0
