,nombre,tipo,direccion,type2,schuko,ccs2,chademo
747,BCOYMCOSMOCAIXASABA01,Superficie,89 Carrer dels Quatre Camins 08022,1,0,0,0
748,BCOYMCOSMOCAIXASABA01,Superficie,89 Carrer dels Quatre Camins 08022,1,0,0,0
749,BCOYMCOSMOCAIXASABA02,Superficie,89 Carrer dels Quatre Camins 08022,1,0,0,0
750,BCOYMCOSMOCAIXASABA02,Superficie,89 Carrer dels Quatre Camins 08022,1,0,0,0
751,BCOYMCOSMOCAIXASABA03,Superficie,89 Carrer dels Quatre Camins 08022,1,0,0,0
752,BCOYMCOSMOCAIXASABA03,Superficie,89 Carrer dels Quatre Camins 08022,1,0,0,0
753,BCOYMCOSMOCAIXASABA04,Superficie,89 Carrer dels Quatre Camins 08022,1,0,0,0
754,BCOYMCOSMOCAIXASABA04,Superficie,89 Carrer dels Quatre Camins 08022,1,0,0,0
755,BCOYMCOSMOCAIXASABA05,Superficie,89 Carrer dels Quatre Camins 08022,1,0,0,0
756,BCOYMCOSMOCAIXASABA05,Superficie,89 Carrer dels Quatre Camins 08022,1,0,0,0
757,BCOYMCOSMOCAIXASABA06,Superficie,91 Carrer dels Quatre Camins 08022,1,0,0,0
758,BCOYMCOSMOCAIXASABA06,Superficie,91 Carrer dels Quatre Camins 08022,1,0,0,0
759,BCSABATARRADELLASIII02,Superficie,28 Avinguda de Josep Tarradellas 08029,1,0,0,0
760,BCSABATARRADELLASIII02,Superficie,28 Avinguda de Josep Tarradellas 08029,1,0,0,0
761,BCSABAMALLORACA02,Superficie,60 Passeig de Gràcia 08007,1,0,0,0
762,BCSABAMALLORACA02,Superficie,60 Passeig de Gràcia 08007,1,0,0,0
763,BCSABAAVDADIAGONAL611-615,Superficie,609 Avinguda Diagonal 08028,1,0,0,0
764,BCSABAAVDADIAGONAL611-615,Superficie,609 Avinguda Diagonal 08028,1,0,0,0
765,BCSABACIUTADELLALLUISCOMANYS01,Superficie,11 Passeig de Lluís Companys 08018,1,0,0,0
766,BCSABACIUTADELLALLUISCOMANYS01,Superficie,11 Passeig de Lluís Companys 08018,1,0,0,0
767,BCSABACIUTADELLALLUISCOMANYS03,Superficie,11 Passeig de Lluís Companys 08018,1,0,0,0
768,BCSABACIUTADELLALLUISCOMANYS03,Superficie,11 Passeig de Lluís Companys 08018,1,0,0,0
769,BCSABACIUTADELLALLUISCOMANYS02,Superficie,11 Passeig de Lluís Companys 08018,1,0,0,0
770,BCSABACIUTADELLALLUISCOMANYS02,Superficie,11 Passeig de Lluís Companys 08018,1,0,0,0
771,Parking Saba Bamsa Vilardell,Superficie,15 Carrer del Vidriol 08014,1,0,0,0
772,Parking Saba Bamsa Vilardell,Superficie,15 Carrer del Vidriol 08014,1,0,0,0
773,12147045470006,Superficie,74 Carrer del Moianès 08014,1,0,0,0
774,12147045470006,Superficie,74 Carrer del Moianès 08014,1,0,0,0
775,12147045470003,Superficie,17 Travessera de Gràcia 08021,1,0,0,0
776,12147045470003,Superficie,17 Travessera de Gràcia 08021,1,0,0,0
777,12113010520002,Superficie,46 Carrer de Còrsega 08029,1,0,0,0
778,12113010520002,Superficie,46 Carrer de Còrsega 08029,1,0,0,0
779,BCSABACATEDRALPLZ2028,Superficie,8S Avinguda de la Catedral 08002,1,0,0,0
780,BCSABACATEDRALPLZ2028,Superficie,8S Avinguda de la Catedral 08002,1,0,0,0
781,BCSABACATEDRALPLZ2027,Superficie,8S Avinguda de la Catedral 08002,1,0,0,0
782,BCSABACATEDRALPLZ2027,Superficie,8S Avinguda de la Catedral 08002,1,0,0,0
783,BCSABACATEDRALPLZ2026,Superficie,8S Avinguda de la Catedral 08002,1,0,0,0
784,BCSABACATEDRALPLZ2026,Superficie,8S Avinguda de la Catedral 08002,1,0,0,0
785,BCHOTELVINCCIMARITIMO04,Superficie,358 Carrer de Llull 08019,1,0,0,0
786,BCHOTELVINCCIMARITIMO04,Superficie,358 Carrer de Llull 08019,1,0,0,0
787,BCHOTELVINCCIMARITIMO03,Superficie,358 Carrer de Llull 08019,1,0,0,0
788,BCHOTELVINCCIMARITIMO03,Superficie,358 Carrer de Llull 08019,1,0,0,0
789,BCSABAAPARCAMIENTOPLAZACATALUNA02,Superficie,21 Carrer de Rivadeneyra 08002,1,0,0,0
790,BCSABAAPARCAMIENTOPLAZACATALUNA02,Superficie,21 Carrer de Rivadeneyra 08002,1,0,0,0
791,BCSABAAPARCAMIENTOPLAZACATALUNA03,Superficie,21 Carrer de Rivadeneyra 08002,1,0,0,0
792,BCSABAAPARCAMIENTOPLAZACATALUNA03,Superficie,21 Carrer de Rivadeneyra 08002,1,0,0,0
793,BCSABAAPARCAMIENTOPLAZACATALUNA04,Superficie,21 Carrer de Rivadeneyra 08002,1,0,0,0
794,BCSABAAPARCAMIENTOPLAZACATALUNA04,Superficie,21 Carrer de Rivadeneyra 08002,1,0,0,0
795,BCSABATRAVESSERADEGRACIA17-2103,Superficie,23 Travessera de Gràcia 08021,1,0,0,0
796,BCSABATRAVESSERADEGRACIA17-2103,Superficie,23 Travessera de Gràcia 08021,1,0,0,0
797,BASABADIPUTACIO01,Superficie,286 Carrer de la Diputació 08009,1,0,0,0
798,BASABADIPUTACIO01,Superficie,286 Carrer de la Diputació 08009,1,0,0,0
799,BCSABAGRACIACCENT05,Superficie,33 Passeig de Gràcia 08007,1,0,0,0
800,BCSABAGRACIACCENT05,Superficie,33 Passeig de Gràcia 08007,1,0,0,0
801,BCSABAGRACIACCENT01,Superficie,310 Carrer del Consell de Cent 08007,1,0,0,0
802,BCSABAGRACIACCENT01,Superficie,310 Carrer del Consell de Cent 08007,1,0,0,0
803,BCSABADIPUTACIO04,Superficie,286 Carrer de la Diputació 08009,1,0,0,0
804,BCSABADIPUTACIO04,Superficie,286 Carrer de la Diputació 08009,1,0,0,0
805,BCSABAMALLORACA01,Superficie,33 Passeig de Gràcia 08007,1,0,0,0
806,BCSABAMALLORACA01,Superficie,33 Passeig de Gràcia 08007,1,0,0,0
807,BCSABAGRACIACCENT04,Superficie,33 Passeig de Gràcia 08007,1,0,0,0
808,BCSABAGRACIACCENT04,Superficie,33 Passeig de Gràcia 08007,1,0,0,0
809,BCSABATRAVESSERADEGRACIA17-2102,Superficie,17 Travessera de Gràcia 08021,1,0,0,0
810,BCSABATRAVESSERADEGRACIA17-2102,Superficie,17 Travessera de Gràcia 08021,1,0,0,0
811,BCSABAAVDADIAGONAL611-615,Superficie,611 Avinguda Diagonal 08028,1,0,0,0
812,BCSABAAVDADIAGONAL611-615,Superficie,611 Avinguda Diagonal 08028,1,0,0,0
813,BCSABAAVDADIAGONAL611-615,Superficie,607B Avinguda Diagonal 08028,1,0,0,0
814,BCSABAAVDADIAGONAL611-615,Superficie,607B Avinguda Diagonal 08028,1,0,0,0
815,BCSABAAVDADIAGONAL611-615,Superficie,690 Avinguda Diagonal 08034,1,0,0,0
816,BCSABAAVDADIAGONAL611-615,Superficie,690 Avinguda Diagonal 08034,1,0,0,0
817,BCSABAAVDADIAGONAL611-615,Superficie,609 Carrer de Joan Güell 08028,1,0,0,0
818,BCSABAAVDADIAGONAL611-615,Superficie,609 Carrer de Joan Güell 08028,1,0,0,0
819,BCSABAAVDADIAGONAL611-615,Superficie,607B Avinguda Diagonal 08028,1,0,0,0
820,BCSABAAVDADIAGONAL611-615,Superficie,607B Avinguda Diagonal 08028,1,0,0,0
821,BCSABAAVDADIAGONAL611-615,Superficie,690 Avinguda Diagonal 08034,1,0,0,0
822,BCSABAAVDADIAGONAL611-615,Superficie,690 Avinguda Diagonal 08034,1,0,0,0
823,BCSABAAVDADIAGONAL611-615,Superficie,690 Avinguda Diagonal 08034,1,0,0,0
824,BCSABAAVDADIAGONAL611-615,Superficie,690 Avinguda Diagonal 08034,1,0,0,0
825,BCSABAAVDADIAGONAL611-615,Superficie,609 Carrer de Joan Güell 08028,1,0,0,0
826,BCSABAAVDADIAGONAL611-615,Superficie,609 Carrer de Joan Güell 08028,1,0,0,0
827,BCSABAAVDADIAGONAL611-615,Superficie,607B Avinguda Diagonal 08028,1,0,0,0
828,BCSABAAVDADIAGONAL611-615,Superficie,607B Avinguda Diagonal 08028,1,0,0,0
829,0889001215,Superficie,16 Avinguda de Pau Casals 08021,1,0,0,0
830,0889001215,Superficie,16 Avinguda de Pau Casals 08021,1,0,0,0
831,BCALCOTASHOTELESROSSELLO01,Superficie,390 Carrer del Rosselló 08025,1,0,0,0
832,BCALCOTASHOTELESROSSELLO01,Superficie,390 Carrer del Rosselló 08025,1,0,0,0
833,BCALCOTASHOTELESROSSELLO02,Superficie,390 Carrer del Rosselló 08025,1,0,0,0
834,BCALCOTASHOTELESROSSELLO02,Superficie,390 Carrer del Rosselló 08025,1,0,0,0
835,BCPARKINGMALLORCA01,Superficie,98 Carrer del Rector Triadó 08014,1,0,0,0
836,BCPARKINGMALLORCA01,Superficie,98 Carrer del Rector Triadó 08014,1,0,0,0
837,BCPARKINGMALLORCA02,Superficie,23a Carrer de Mallorca 08014,1,0,0,0
838,BCPARKINGMALLORCA02,Superficie,23a Carrer de Mallorca 08014,1,0,0,0
839,BCBARCELOOCCIDENTALATENEAMAR02,Superficie,37 Passeig de Garcia Fària 08019,1,0,0,0
840,BCBARCELOOCCIDENTALATENEAMAR02,Superficie,37 Passeig de Garcia Fària 08019,1,0,0,0
841,BARCPLAZAURQUINAONABAMSA06,Superficie,40S Carrer de Casp 08010,1,0,0,0
842,BARCPLAZAURQUINAONABAMSA06,Superficie,40S Carrer de Casp 08010,1,0,0,0
843,BARCHOTELSILKENSANTGERVASI02,Superficie,28 Carrer de Sant Gervasi de Cassoles 08022,1,0,0,0
844,BARCHOTELSILKENSANTGERVASI02,Superficie,28 Carrer de Sant Gervasi de Cassoles 08022,1,0,0,0
845,BARCHOTELSILKENSANTGERVASI01,Superficie,3 Carrer del Pintor Gimeno 08022,1,0,0,0
846,BARCHOTELSILKENSANTGERVASI01,Superficie,3 Carrer del Pintor Gimeno 08022,1,0,0,0
847,Eranovum e-mobility/632c3656bcb669e1ab874e2c,Superficie,304 Carrer de Balmes 08006,1,0,0,0
848,Eranovum e-mobility/632c357bbcb669e1ab8747ef,Superficie,32 Avinguda de Roma 08015,1,0,0,0
849,PDC Parking Riubar - 03,Superficie,65 Carrer de Mallorca 08029,1,0,0,0
850,ZONA FRANCA PLAZA CERDA,Superficie,225 Passeig de la Zona Franca 08038,0,0,1,0
851,Ajuntament del Brull,Superficie,3 Vial Camino 08559,1,0,0,0
852,Parking Peguera,Superficie,143 Avinguda de Josep Tarradellas 08029,1,0,0,0
853,Marina Village 3,Superficie,6 Carrer de Ramon Trias Fargas 08005,1,0,0,0
854,Porsche PCC_Avenida Diagonal-1,Superficie,20X Carrer de Constança 08029,0,0,1,0
855,Castellcir,Superficie,3 Plaça de l'Era 08183,1,0,0,0
856,MOTORSOL URGELL,Superficie,110 Carrer de Mallorca 08029,0,0,1,0
857,Ajuntament Aiguafreda,Superficie,2 Plaça de l'Ajuntament 08591,1,0,0,0
858,E0506 - Barcelona - Calle Y,Superficie,31 Carrer Y 08040,0,0,0,0
859,E0507 - Barcelona - Z.Franca-Puerto,Superficie,79 Passeig de la Zona Franca 08038,0,0,0,0
860,ZONA FRANCA PLAZA CERDA,Superficie,225 Passeig de la Zona Franca 08038,0,0,0,0
861,Via Trajana 46B,Superficie,46B Vía Trajana 08020,0,0,0,0
862,Carrer Dos de maig 20,Superficie,259 Carrer del Dos de Maig 08013,0,0,0,0
863,Carrer de Güell i Ferrer 68,Superficie,108 Placeta de Vicenç Albert Ballester 08003,0,0,0,0
864,Passeig de Lluís Companys 5,Superficie,108 Placeta de Vicenç Albert Ballester 08003,0,0,0,0
865,Nena Casas 24,Superficie,24 Carrer de la Nena Casas 08017,0,0,0,0
866,Diputació 344,Superficie,371 Carrer de la Diputació 08013,0,0,0,0
867,CALABRIA ON COTXE,Superficie,78 Carrer de Calàbria 08015,0,0,0,0
868,Ronda del Litoral Sortida 23,Superficie,45 Avinguda del Litoral 08005,0,0,0,0
869,Via Trajana 46B,Superficie,46B Via Trajana 08020,0,0,0,0
870,Carrer Dos de maig 20,Superficie,259 Carrer del Dos de Maig 08013,0,0,0,0
871,Carrer de Güell i Ferrer 68,Superficie,Passeig de Lluís Companys 08018,0,0,0,0
872,Passeig de Lluís Companys 5,Superficie,108 Placeta de Vicenç Albert Ballester 08003,0,0,0,0
